lat,lon,velocity,heading,vertrate,baroaltitude,class
41.810394287109375,-87.67058632590556,161.77198531301195,320.0311270467517,0.0,3291.84,0
41.60308320643538,-87.67703034156972,102.83991620734058,49.056737861294884,0.0,830.58,0
41.83863830566406,-87.71009965376419,167.3074393996168,307.5041423602701,0.0,3284.2200000000003,0
41.88304836467161,-88.02903995957485,139.60023514194964,267.042699384836,-7.477760000000001,1821.18,0
41.328094482421875,-87.7254638671875,259.279776,180.0,13.980160000000001,5867.400000000001,0
41.58935029627913,-87.96126964480374,202.45642801031602,195.62542279726947,16.581120000000002,3909.0600000000004,0
41.94456481933594,-87.40017284046519,180.5705768247238,89.83676460258107,6.827520000000001,3992.88,0
41.73783874511719,-87.50791376287287,164.65422961069612,303.7893668711233,0.0,2987.04,0
42.09891109143273,-86.96157765942951,238.15423636271314,220.8832069365022,0.0,10363.2,0
41.94781494140625,-87.18163230202413,198.6293533033511,91.33566995198754,10.72896,4960.62,0
41.75856768074682,-87.6581236373546,110.35633210174807,132.1658889836935,5.52704,1021.08,0
41.57836396815413,-87.8833433639171,101.01982666528468,303.36636600105953,0.32512,853.44,0
41.4995510295286,-87.62625051099201,207.4204779077848,151.40088154123288,13.004800000000001,4564.38,0
41.523101806640625,-87.61758977716619,175.7261186266529,160.50413948681376,11.704320000000001,3284.2200000000003,0
41.726715087890625,-87.79568065296519,152.1241440301641,151.9617058865329,13.655040000000001,2872.7400000000002,0
41.64935302734375,-87.3340676047585,166.24184430379375,315.1253734968631,-5.52704,3108.96,0
41.4501125529661,-87.88104389989098,213.28031764768093,176.95815784338163,13.004800000000001,4617.72,0
41.571101819054554,-87.41980974064313,160.80469452836886,325.95406264339834,0.0,3444.2400000000002,0
41.461944580078125,-87.78213500976562,189.8918658599678,151.69924423399362,11.3792,5128.26,0
41.69139280157574,-87.22946521847746,208.84779100556503,46.1976467146084,-6.1772800000000005,8763.0,0
42.12642346398305,-88.26026384220563,176.66114822128492,275.17932324514965,10.72896,4899.66,0
41.4982475668697,-88.60952687817951,184.17741836134127,269.5198790076695,0.0,10972.800000000001,0
41.80009227688029,-86.99971043786337,273.1663731051312,82.96866972891894,0.0,10668.0,0
41.31804385427701,-87.55385658957744,232.52868800000002,172.3718503314193,12.029440000000001,5958.84,0
41.667755126953125,-87.58569197221237,103.17776895724971,311.15905097466305,-3.90144,1173.48,0
42.33563232421875,-87.58987426757812,198.0529225286362,281.6893691754392,0.0,10355.58,0
41.938864497815146,-87.2439007426417,109.09245656605586,298.13606059022186,0.0,2103.12,0
41.86321711136123,-87.74735561636987,272.63833311235356,86.53831098185269,0.0,10668.0,0
42.013301526085804,-87.90256943813586,137.60295182711423,310.2992515655862,-8.77824,3017.52,0
41.58944340075477,-87.75335977243822,125.0522259018891,48.83624812246867,-3.2512000000000003,838.2,0
41.29732810844809,-87.88844021883881,225.8901285150958,184.04842984408788,14.630400000000002,5593.08,0
41.89757266287076,-88.31430124682049,265.77642856270023,82.32474098050741,-0.32512,10668.0,0
41.870525812698624,-87.57783401844114,268.46929372188424,86.7044578977025,-0.32512,10668.0,0
41.95111083984375,-87.76409495960581,263.97845587714846,82.72263845183062,-3.2512000000000003,10660.380000000001,0
41.86698784262447,-87.91336414425871,139.6049745346967,287.36661988325847,-6.502400000000001,2834.6400000000003,0
41.52653503417969,-88.11097578568894,211.911591859496,202.70546082014252,8.77824,3924.3,0
41.55829995365466,-87.95302989870999,150.28898374003305,200.85445803957833,14.305280000000002,2377.44,0
41.53852844238281,-87.20797452059662,196.87617962915462,354.6022512235196,-20.482560000000003,8862.060000000001,0
42.13927188162076,-88.48688879678411,188.07273377415632,275.3363200973914,12.029440000000001,4975.860000000001,0
41.882720947265625,-88.03943980823863,142.16909155078184,267.0961811349037,-5.52704,2004.0600000000002,0
41.92982482910156,-87.84661726518112,103.96351943789823,178.29864539467388,14.630400000000002,1120.14,0
41.76228332519531,-87.88020047274506,140.57129349351325,243.24740193297157,18.85696,1363.98,0
41.86559127548993,-87.55899118822674,130.36157131114203,69.92030594398291,-0.32512,1203.96,0
42.19184875488281,-88.11166243119675,202.5034820243693,256.03436127700434,0.97536,10355.58,0
42.101564568988344,-87.54909071811409,158.74994995109637,63.85012836406688,5.8521600000000005,3771.9,0
42.45433044433594,-87.69274624911225,214.34110315624204,187.58555601267824,13.980160000000001,6347.46,0
41.68327331542969,-87.43038524280894,168.4652901658298,305.680052527894,0.0,3284.2200000000003,0
41.84523010253906,-88.11983975497162,260.861663083317,86.26860300083955,0.0,9448.800000000001,0
41.36773681640625,-87.62432861328125,196.53174796773553,274.20315737872465,0.0,10363.2,0
42.46201854641154,-87.99799719522161,200.14251919104436,269.11633054220704,0.0,10363.2,0
41.870269775390625,-87.57701526988637,244.81589472481843,86.50627843636497,0.0,11894.82,0
41.31632995605469,-87.5572509765625,179.38390081439294,273.61733313688217,0.32512,10355.58,0
41.87049865722656,-87.58282054554331,252.00510747350506,86.6060659368474,0.0,11277.6,0
41.639556884765625,-87.74680397727275,87.03230950917857,42.36481541754857,-0.97536,1211.5800000000002,0
41.44670104980469,-87.73719094016337,210.66403282759663,164.7080667081899,3.90144,5516.88,0
42.18177795410156,-87.96122464266693,256.1647023725987,165.46141965634416,5.8521600000000005,7879.080000000001,0
41.92126775192002,-87.8606042196584,90.0277,180.0,3.2512000000000003,1150.6200000000001,0
41.814895888506356,-87.67556123955302,130.5603737357573,320.9170921418315,0.0,2377.44,0
41.6081108481197,-87.45283259901885,161.65824605216852,326.15822290929145,0.0,3291.84,0
41.511566162109375,-88.46004139293325,186.88200609992458,272.2086599242816,0.0,10363.2,0
41.55764822232521,-87.32597883357556,128.22149050446495,298.51872778867073,-3.90144,1196.3400000000001,0
41.55674743652344,-87.85104924982244,182.25045464885318,187.78701795463246,18.85696,3459.48,0
41.91233825683594,-87.67670371315694,129.06394202273916,85.19842665012625,13.329920000000001,2209.8,0
41.31971740722656,-87.725341796875,220.6970755842671,180.13355635370593,10.72896,5494.02,0
41.463409423828125,-87.31159556995738,167.52401051443258,317.73814651935515,0.0,3284.2200000000003,0
41.65553283691406,-87.7954933860085,154.96040461807232,228.90354349909975,15.93088,2788.92,0
41.94784907971398,-86.9463756472565,244.40475918396112,88.91452564026176,8.77824,6644.64,0
41.529052734375,-87.38194552334875,158.52389645406697,325.8458003981627,0.0,3284.2200000000003,0
41.67402648925781,-87.51696499911225,160.2003726749889,319.55835880319535,0.0,3291.84,0
41.73990023338188,-87.77954811273617,258.41685046573224,87.946449436489,0.32512,10675.62,0
41.959808349609375,-87.105976451527,137.7038883895237,290.33057108153673,-9.42848,2849.88,0
41.89695739746094,-87.89174860174006,101.46421671402386,157.3354425653039,9.42848,1310.64,0
42.31599426269531,-87.27501609108663,208.6703071156653,259.6319829068711,0.0,10363.2,0
41.842594470007946,-87.10919047510902,239.84403290811738,223.17480372973756,12.029440000000001,10195.560000000001,0
41.83465576171875,-87.70204717462713,133.12176643800854,303.8128878727173,-7.477760000000001,2179.32,0
41.607179803363344,-87.45283259901885,130.36563153387672,299.2961716882661,-5.20192,1249.68,0
41.884735107421875,-87.84187316894531,144.05901765015815,270.8184554616886,-8.128,2255.52,0
41.52754211425781,-87.36484180797231,133.59903672628076,274.1956496917806,0.0,1150.6200000000001,0
41.88427734375,-87.76290893554688,141.58523244510866,87.70938995736148,-9.42848,2255.52,0
42.50006103515625,-87.82670454545456,260.31323905465723,90.33969431731265,0.65024,10675.62,0
41.80572509765625,-87.8065668150436,115.7316072123075,242.75153257335523,0.65024,838.2,0
41.33680440611758,-87.7446191961115,203.4858514592649,189.60520415501293,13.329920000000001,4404.360000000001,0
41.79840087890625,-87.84905173561788,156.09370359308488,183.0227122883406,13.980160000000001,2545.08,0
41.919871184785485,-87.51875056776885,133.2082185088838,85.12610357779523,14.630400000000002,1638.3000000000002,0
41.78691101074219,-87.35579057173294,166.68303154999697,96.37924816761314,15.60576,4251.96,0
41.734039306640625,-87.96734202991831,137.89498450194796,268.93117288815,19.832320000000003,2156.46,0
41.756378173828125,-87.89499456232244,127.6868247624761,243.43494882292202,8.45312,1386.8400000000001,0
41.72772216796875,-87.97077525745738,142.19608123510133,244.2692943984688,22.10816,2804.1600000000003,0
41.88006591796875,-88.12027671120381,137.0054295328138,267.2020565275036,-1.95072,1485.9,0
41.57817077636719,-87.76559309525925,185.4426127672166,169.12647960474496,11.704320000000001,3756.6600000000003,0
41.45155567233845,-87.29685228924416,163.54546145836588,317.9324100312904,0.0,3307.0800000000004,0
41.78077697753906,-87.83051230690694,145.68850626150027,169.00749241973227,12.679680000000001,2095.5,0
41.74186706542969,-87.70579251376068,258.39892755700214,88.06044588277682,0.0,10675.62,0
41.541075625662074,-87.84495508948038,202.7072565358342,270.727064772526,0.0,10972.800000000001,0
41.448760986328125,-87.29393005371094,134.40778666971826,317.9475860762682,0.0,3314.7000000000003,0
41.50448556673729,-87.39764546239098,272.17199370675905,89.13358922889536,0.0,10058.4,0
41.878439693127646,-87.7970495889353,134.75683582214216,290.0952311919048,-1.30048,2072.6400000000003,0
41.99752031746557,-87.70028047783427,266.02774208202,91.2188752351313,0.0,10668.0,0
41.469804149563025,-87.31856944949124,134.7529079102905,317.78516642211434,-0.97536,2415.54,0
42.04454040527344,-88.0898146195845,150.26785075495243,257.34353759042136,17.55648,3177.54,0
41.97820113877118,-88.1847008993459,140.02330297815226,272.10551418885603,13.329920000000001,2506.98,0
41.693115234375,-87.83444491299718,144.4882624878721,165.56793706386406,17.231360000000002,1844.0400000000002,0
41.88095351396981,-88.09035900027249,139.03699738778158,267.4551956201869,-5.8521600000000005,1889.76,0
